timestamp,N,Re,CFL,tol,jacobi_iters,steps,time_s,avg_dt,MLUPS_vort,res
2025-08-28T20:55:08,128,100.0,0.3,1e-06,80,20000,73.971487,4.650009e-04,4.292,5.277e-06
2025-08-28T21:01:09,256,100.0,0.3,1e-06,80,20000,266.605341,1.153403e-04,4.840,8.573e-05
2025-08-28T21:14:26,384,100.0,0.3,1e-06,80,20000,584.085368,5.112858e-05,4.997,1.551e-04
2025-08-28T21:43:49,512,100.0,0.3,1e-06,80,20000,1373.719447,2.872232e-05,3.787,1.943e-04
2025-08-28T23:58:56,1024,100.0,0.3,1e-06,80,20000,6420.414647,7.166548e-06,3.254,3.805e-04
