0.000000 0.000000
0.001957 -0.000799
0.003914 -0.001583
0.005871 -0.002355
0.007828 -0.003112
0.009785 -0.003856
0.011742 -0.004587
0.013699 -0.005305
0.015656 -0.006010
0.017613 -0.006702
0.019569 -0.007382
0.021526 -0.008048
0.023483 -0.008703
0.025440 -0.009345
0.027397 -0.009975
0.029354 -0.010593
0.031311 -0.011199
0.033268 -0.011794
0.035225 -0.012376
0.037182 -0.012948
0.039139 -0.013508
0.041096 -0.014058
0.043053 -0.014596
0.045010 -0.015123
0.046967 -0.015640
0.048924 -0.016147
0.050881 -0.016643
0.052838 -0.017129
0.054795 -0.017605
0.056751 -0.018072
0.058708 -0.018528
0.060665 -0.018976
0.062622 -0.019414
0.064579 -0.019842
0.066536 -0.020262
0.068493 -0.020673
0.070450 -0.021076
0.072407 -0.021470
0.074364 -0.021855
0.076321 -0.022233
0.078278 -0.022602
0.080235 -0.022964
0.082192 -0.023318
0.084149 -0.023664
0.086106 -0.024003
0.088063 -0.024335
0.090020 -0.024660
0.091977 -0.024979
0.093933 -0.025290
0.095890 -0.025596
0.097847 -0.025894
0.099804 -0.026187
0.101761 -0.026474
0.103718 -0.026754
0.105675 -0.027030
0.107632 -0.027299
0.109589 -0.027563
0.111546 -0.027822
0.113503 -0.028076
0.115460 -0.028325
0.117417 -0.028570
0.119374 -0.028810
0.121331 -0.029045
0.123288 -0.029276
0.125245 -0.029503
0.127202 -0.029725
0.129159 -0.029944
0.131115 -0.030160
0.133072 -0.030371
0.135029 -0.030579
0.136986 -0.030784
0.138943 -0.030986
0.140900 -0.031185
0.142857 -0.031381
0.144814 -0.031573
0.146771 -0.031764
0.148728 -0.031952
0.150685 -0.032137
0.152642 -0.032320
0.154599 -0.032501
0.156556 -0.032680
0.158513 -0.032857
0.160470 -0.033032
0.162427 -0.033205
0.164384 -0.033377
0.166341 -0.033547
0.168297 -0.033716
0.170254 -0.033884
0.172211 -0.034050
0.174168 -0.034215
0.176125 -0.034380
0.178082 -0.034543
0.180039 -0.034706
0.181996 -0.034867
0.183953 -0.035029
0.185910 -0.035189
0.187867 -0.035350
0.189824 -0.035509
0.191781 -0.035669
0.193738 -0.035828
0.195695 -0.035988
0.197652 -0.036147
0.199609 -0.036306
0.201566 -0.036465
0.203523 -0.036624
0.205479 -0.036784
0.207436 -0.036944
0.209393 -0.037104
0.211350 -0.037265
0.213307 -0.037426
0.215264 -0.037587
0.217221 -0.037749
0.219178 -0.037912
0.221135 -0.038076
0.223092 -0.038240
0.225049 -0.038405
0.227006 -0.038571
0.228963 -0.038738
0.230920 -0.038906
0.232877 -0.039074
0.234834 -0.039244
0.236791 -0.039415
0.238748 -0.039587
0.240705 -0.039760
0.242661 -0.039934
0.244618 -0.040110
0.246575 -0.040287
0.248532 -0.040465
0.250489 -0.040645
0.252446 -0.040826
0.254403 -0.041008
0.256360 -0.041192
0.258317 -0.041377
0.260274 -0.041564
0.262231 -0.041752
0.264188 -0.041942
0.266145 -0.042134
0.268102 -0.042327
0.270059 -0.042521
0.272016 -0.042718
0.273973 -0.042916
0.275930 -0.043116
0.277886 -0.043318
0.279843 -0.043521
0.281800 -0.043726
0.283757 -0.043933
0.285714 -0.044142
0.287671 -0.044353
0.289628 -0.044565
0.291585 -0.044780
0.293542 -0.044996
0.295499 -0.045214
0.297456 -0.045435
0.299413 -0.045657
0.301370 -0.045881
0.303327 -0.046107
0.305284 -0.046335
0.307241 -0.046566
0.309198 -0.046798
0.311155 -0.047032
0.313112 -0.047269
0.315068 -0.047507
0.317025 -0.047748
0.318982 -0.047991
0.320939 -0.048236
0.322896 -0.048483
0.324853 -0.048732
0.326810 -0.048983
0.328767 -0.049237
0.330724 -0.049492
0.332681 -0.049750
0.334638 -0.050010
0.336595 -0.050273
0.338552 -0.050537
0.340509 -0.050804
0.342466 -0.051073
0.344423 -0.051345
0.346380 -0.051618
0.348337 -0.051894
0.350294 -0.052172
0.352250 -0.052453
0.354207 -0.052736
0.356164 -0.053021
0.358121 -0.053309
0.360078 -0.053599
0.362035 -0.053891
0.363992 -0.054186
0.365949 -0.054483
0.367906 -0.054782
0.369863 -0.055084
0.371820 -0.055388
0.373777 -0.055695
0.375734 -0.056004
0.377691 -0.056315
0.379648 -0.056629
0.381605 -0.056945
0.383562 -0.057264
0.385519 -0.057585
0.387476 -0.057909
0.389432 -0.058235
0.391389 -0.058564
0.393346 -0.058895
0.395303 -0.059229
0.397260 -0.059565
0.399217 -0.059904
0.401174 -0.060245
0.403131 -0.060589
0.405088 -0.060935
0.407045 -0.061284
0.409002 -0.061635
0.410959 -0.061989
0.412916 -0.062346
0.414873 -0.062705
0.416830 -0.063067
0.418787 -0.063431
0.420744 -0.063798
0.422701 -0.064167
0.424658 -0.064539
0.426614 -0.064913
0.428571 -0.065291
0.430528 -0.065670
0.432485 -0.066053
0.434442 -0.066438
0.436399 -0.066825
0.438356 -0.067216
0.440313 -0.067609
0.442270 -0.068004
0.444227 -0.068402
0.446184 -0.068803
0.448141 -0.069207
0.450098 -0.069613
0.452055 -0.070021
0.454012 -0.070433
0.455969 -0.070847
0.457926 -0.071264
0.459883 -0.071683
0.461840 -0.072105
0.463796 -0.072530
0.465753 -0.072957
0.467710 -0.073387
0.469667 -0.073820
0.471624 -0.074255
0.473581 -0.074693
0.475538 -0.075134
0.477495 -0.075577
0.479452 -0.076023
0.481409 -0.076471
0.483366 -0.076923
0.485323 -0.077377
0.487280 -0.077833
0.489237 -0.078292
0.491194 -0.078754
0.493151 -0.079219
0.495108 -0.079686
0.497065 -0.080156
0.499022 -0.080628
0.500978 -0.081103
0.502935 -0.081581
0.504892 -0.082061
0.506849 -0.082544
0.508806 -0.083029
0.510763 -0.083517
0.512720 -0.084007
0.514677 -0.084501
0.516634 -0.084996
0.518591 -0.085494
0.520548 -0.085995
0.522505 -0.086498
0.524462 -0.087004
0.526419 -0.087512
0.528376 -0.088023
0.530333 -0.088536
0.532290 -0.089052
0.534247 -0.089570
0.536204 -0.090090
0.538160 -0.090613
0.540117 -0.091138
0.542074 -0.091666
0.544031 -0.092195
0.545988 -0.092728
0.547945 -0.093262
0.549902 -0.093799
0.551859 -0.094337
0.553816 -0.094878
0.555773 -0.095422
0.557730 -0.095967
0.559687 -0.096514
0.561644 -0.097064
0.563601 -0.097615
0.565558 -0.098169
0.567515 -0.098724
0.569472 -0.099281
0.571429 -0.099841
0.573386 -0.100402
0.575342 -0.100964
0.577299 -0.101529
0.579256 -0.102095
0.581213 -0.102663
0.583170 -0.103232
0.585127 -0.103803
0.587084 -0.104375
0.589041 -0.104948
0.590998 -0.105523
0.592955 -0.106099
0.594912 -0.106676
0.596869 -0.107254
0.598826 -0.107834
0.600783 -0.108414
0.602740 -0.108995
0.604697 -0.109576
0.606654 -0.110158
0.608611 -0.110741
0.610568 -0.111324
0.612524 -0.111907
0.614481 -0.112491
0.616438 -0.113074
0.618395 -0.113658
0.620352 -0.114241
0.622309 -0.114824
0.624266 -0.115406
0.626223 -0.115988
0.628180 -0.116569
0.630137 -0.117149
0.632094 -0.117727
0.634051 -0.118305
0.636008 -0.118881
0.637965 -0.119455
0.639922 -0.120027
0.641879 -0.120597
0.643836 -0.121164
0.645793 -0.121729
0.647750 -0.122291
0.649706 -0.122850
0.651663 -0.123406
0.653620 -0.123957
0.655577 -0.124505
0.657534 -0.125049
0.659491 -0.125588
0.661448 -0.126122
0.663405 -0.126651
0.665362 -0.127174
0.667319 -0.127691
0.669276 -0.128202
0.671233 -0.128706
0.673190 -0.129203
0.675147 -0.129693
0.677104 -0.130174
0.679061 -0.130647
0.681018 -0.131111
0.682975 -0.131565
0.684932 -0.132010
0.686888 -0.132443
0.688845 -0.132866
0.690802 -0.133277
0.692759 -0.133676
0.694716 -0.134061
0.696673 -0.134433
0.698630 -0.134791
0.700587 -0.135134
0.702544 -0.135461
0.704501 -0.135772
0.706458 -0.136066
0.708415 -0.136341
0.710372 -0.136598
0.712329 -0.136835
0.714286 -0.137052
0.716243 -0.137247
0.718200 -0.137420
0.720157 -0.137569
0.722114 -0.137694
0.724070 -0.137794
0.726027 -0.137867
0.727984 -0.137913
0.729941 -0.137930
0.731898 -0.137917
0.733855 -0.137873
0.735812 -0.137797
0.737769 -0.137687
0.739726 -0.137542
0.741683 -0.137361
0.743640 -0.137143
0.745597 -0.136885
0.747554 -0.136587
0.749511 -0.136248
0.751468 -0.135864
0.753425 -0.135436
0.755382 -0.134961
0.757339 -0.134437
0.759295 -0.133864
0.761252 -0.133239
0.763209 -0.132560
0.765166 -0.131826
0.767123 -0.131035
0.769080 -0.130185
0.771037 -0.129274
0.772994 -0.128299
0.774951 -0.127260
0.776908 -0.126154
0.778865 -0.124979
0.780822 -0.123732
0.782779 -0.122412
0.784736 -0.121016
0.786693 -0.119542
0.788650 -0.117988
0.790607 -0.116352
0.792564 -0.114630
0.794521 -0.112821
0.796477 -0.110923
0.798434 -0.108932
0.800391 -0.106846
0.802348 -0.104663
0.804305 -0.102380
0.806262 -0.099995
0.808219 -0.097504
0.810176 -0.094905
0.812133 -0.092196
0.814090 -0.089374
0.816047 -0.086436
0.818004 -0.083378
0.819961 -0.080200
0.821918 -0.076896
0.823875 -0.073466
0.825832 -0.069906
0.827789 -0.066212
0.829746 -0.062383
0.831703 -0.058415
0.833659 -0.054305
0.835616 -0.050051
0.837573 -0.045649
0.839530 -0.041097
0.841487 -0.036392
0.843444 -0.031530
0.845401 -0.026510
0.847358 -0.021328
0.849315 -0.015980
0.851272 -0.010466
0.853229 -0.004780
0.855186 0.001078
0.857143 0.007113
0.859100 0.013326
0.861057 0.019721
0.863014 0.026300
0.864971 0.033066
0.866928 0.040021
0.868885 0.047169
0.870841 0.054511
0.872798 0.062049
0.874755 0.069788
0.876712 0.077728
0.878669 0.085871
0.880626 0.094221
0.882583 0.102780
0.884540 0.111548
0.886497 0.120529
0.888454 0.129724
0.890411 0.139134
0.892368 0.148762
0.894325 0.158610
0.896282 0.168677
0.898239 0.178967
0.900196 0.189480
0.902153 0.200217
0.904110 0.211180
0.906067 0.222369
0.908023 0.233784
0.909980 0.245427
0.911937 0.257299
0.913894 0.269398
0.915851 0.281726
0.917808 0.294282
0.919765 0.307067
0.921722 0.320079
0.923679 0.333319
0.925636 0.346786
0.927593 0.360479
0.929550 0.374397
0.931507 0.388539
0.933464 0.402904
0.935421 0.417489
0.937378 0.432293
0.939335 0.447314
0.941292 0.462550
0.943249 0.477999
0.945205 0.493658
0.947162 0.509524
0.949119 0.525594
0.951076 0.541865
0.953033 0.558333
0.954990 0.574996
0.956947 0.591848
0.958904 0.608886
0.960861 0.626105
0.962818 0.643501
0.964775 0.661070
0.966732 0.678805
0.968689 0.696702
0.970646 0.714756
0.972603 0.732961
0.974560 0.751310
0.976517 0.769799
0.978474 0.788419
0.980431 0.807166
0.982387 0.826033
0.984344 0.845011
0.986301 0.864095
0.988258 0.883277
0.990215 0.902550
0.992172 0.921905
0.994129 0.941336
0.996086 0.960834
0.998043 0.980392
1.000000 1.000000
