timestamp,N,Re,CFL,tol,jacobi_iters,steps,time_s,avg_dt,MLUPS_vort,res
2025-08-30T18:15:42,128,100.0,0.300,1.0e-06,80,20000,24.521611,4.650009e-04,12.949,5.277e-06
2025-08-30T18:18:30,256,100.0,0.300,1.0e-06,80,20000,92.116564,1.153403e-04,14.007,8.573e-05
2025-08-30T18:26:26,384,100.0,0.300,1.0e-06,80,20000,212.877336,5.112858e-05,13.710,1.551e-04
2025-08-30T18:42:48,512,100.0,0.300,1.0e-06,80,20000,390.536189,2.872232e-05,13.320,1.943e-04
2025-08-30T19:33:42,1024,100.0,0.300,1.0e-06,80,20000,1636.705461,7.166548e-06,12.763,3.805e-04
